FECHAHORA;AMBITO;DESCRIP;CENSO;%ESCRUTADO;VOTOS;%VOTOS;%ABSTENCION;BLANCOS;%BLANCOS;NULOS;%NULOS;VALIDOS;%VALIDOS;EAJ-PNV;%EAJ-PNV;PP;%PP;EB-B;%EB-B;PH;%PH;EK-PCPE;%EK-PCPE;POSI;%POSI;UCE;%UCE;PSE-EE(PSOE);%PSE-EE(PSOE);PACMA/ATTKA;%PACMA/ATTKA;PUM+J;%PUM+J;PFyV;%PFyV;UPyD;%UPyD;EQUO;%EQUO;IU-LV;%IU-LV;Eb-Az;%Eb-Az;ONGI ETORRI;%ONGI ETORRI;EH BILDU;%EH BILDU;PYC;%PYC;HARTOS.org;%HARTOS.org;ESCAÑO_25;ASPIRANTE_1;VOTOS_NECESARIOS_1;ESCAÑOS_EAJ-PNV;ESCAÑOS_PP;ESCAÑOS_EB-B;ESCAÑOS_PH;ESCAÑOS_EK-PCPE;ESCAÑOS_POSI;ESCAÑOS_UCE;ESCAÑOS_PSE-EE(PSOE);ESCAÑOS_PACMA/ATTKA;ESCAÑOS_PUM+J;ESCAÑOS_PFyV;ESCAÑOS_UPyD;ESCAÑOS_EQUO;ESCAÑOS_IU-LV;ESCAÑOS_Eb-Az;ESCAÑOS_ONGI ETORRI;ESCAÑOS_EH BILDU;ESCAÑOS_PYC;ESCAÑOS_HARTOS.org
08/09/2016 09:18;01011;BAÑOS DE EBRO / MAÑUETA;242;100,00;163;67,36;32,64;7;4,29;6;3,68;157;96,32;54;36,00;62;41,34;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;18;12,00;0;0,00;0;0,00;0;0,00;2;1,33;2;1,33;1;0,67;0;0,00;0;0,00;11;7,33;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;01013;BARRUNDIA;710;100,00;470;66,20;33,80;6;1,28;1;0,21;469;99,79;150;32,40;50;10,80;6;1,30;0;0,00;0;0,00;0;0,00;0;0,00;34;7,34;2;0,43;7;1,51;0;0,00;8;1,73;16;3,46;5;1,08;3;0,65;1;0,22;181;39,08;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;01014;BERANTEVILLA;383;100,00;272;71,02;28,98;4;1,47;6;2,21;266;97,79;80;30,53;72;27,48;5;1,91;0;0,00;0;0,00;0;0,00;1;0,38;39;14,89;0;0,00;0;0,00;0;0,00;13;4,96;5;1,91;6;2,29;2;0,76;0;0,00;39;14,89;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;01016;BERNEDO;455;100,00;245;53,85;46,15;6;2,45;11;4,49;234;95,51;88;38,59;44;19,30;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;15;6,58;0;0,00;1;0,44;0;0,00;9;3,95;1;0,44;5;2,19;2;0,88;0;0,00;63;27,63;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;01017;CAMPEZO / KANPEZU;896;100,00;578;64,51;35,49;10;1,73;4;0,69;574;99,31;208;36,88;88;15,60;10;1,77;0;0,00;0;0,00;0;0,00;1;0,18;44;7,80;2;0,35;0;0,00;0;0,00;9;1,60;6;1,06;9;1,60;5;0,89;0;0,00;182;32,27;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;01018;ZIGOITIA;1396;100,00;936;67,05;32,95;13;1,39;14;1,50;922;98,50;289;31,79;108;11,88;13;1,43;0;0,00;0;0,00;0;0,00;1;0,11;87;9,57;5;0,55;0;0,00;0;0,00;19;2,09;41;4,51;20;2,20;5;0,55;1;0,11;320;35,21;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;01019;KRIPAN;154;100,00;123;79,87;20,13;0;0,00;0;0,00;123;100,00;81;65,85;16;13,01;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;5;4,07;0;0,00;0;0,00;0;0,00;0;0,00;1;0,81;0;0,00;0;0,00;0;0,00;20;16,26;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;01020;KUARTANGO;319;100,00;238;74,61;25,39;3;1,26;1;0,42;237;99,58;104;44,44;23;9,83;0;0,00;1;0,43;0;0,00;0;0,00;0;0,00;8;3,42;0;0,00;0;0,00;0;0,00;2;0,85;1;0,43;1;0,43;1;0,43;0;0,00;93;39,74;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;01021;ELBURGO / BURGELU;468;100,00;312;66,67;33,33;1;0,32;6;1,92;306;98,08;115;37,69;57;18,69;2;0,66;0;0,00;0;0,00;0;0,00;1;0,33;25;8,20;5;1,64;2;0,66;0;0,00;12;3,93;9;2,95;9;2,95;6;1,97;0;0,00;62;20,33;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;01022;ELCIEGO;821;100,00;538;65,53;34,47;9;1,67;12;2,23;526;97,77;111;21,47;134;25,92;9;1,74;1;0,19;0;0,00;0;0,00;2;0,39;138;26,69;1;0,19;0;0,00;0;0,00;19;3,68;9;1,74;19;3,68;6;1,16;0;0,00;68;13,15;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;01023;ELVILLAR / BILAR;286;100,00;192;67,13;32,87;4;2,08;1;0,52;191;99,48;71;37,97;58;31,02;1;0,53;0;0,00;0;0,00;0;0,00;0;0,00;20;10,70;0;0,00;0;0,00;0;0,00;4;2,14;0;0,00;3;1,60;0;0,00;0;0,00;30;16,04;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;01027;IRURAIZ-GAUNA;423;100,00;262;61,94;38,06;3;1,15;4;1,53;258;98,47;90;35,29;35;13,73;3;1,18;1;0,39;0;0,00;0;0,00;0;0,00;25;9,80;2;0,78;0;0,00;0;0,00;8;3,14;4;1,57;3;1,18;5;1,96;0;0,00;79;30,98;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;01028;LABASTIDA / BASTIDA;1099;100,00;690;62,78;37,22;12;1,74;5;0,72;685;99,28;164;24,37;200;29,71;3;0,45;0;0,00;0;0,00;0;0,00;0;0,00;96;14,26;1;0,15;1;0,15;0;0,00;21;3,12;9;1,34;23;3,42;5;0,74;0;0,00;150;22,29;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;01030;LAGRÁN;155;100,00;108;69,68;30,32;1;0,93;1;0,93;107;99,07;36;33,96;34;32,08;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;15;14,15;0;0,00;1;0,94;0;0,00;1;0,94;2;1,89;1;0,94;2;1,89;0;0,00;14;13,21;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;01031;LAGUARDIA;1219;100,00;788;64,64;35,36;6;0,76;37;4,70;751;95,30;195;26,17;263;35,32;10;1,34;2;0,27;0;0,00;0;0,00;0;0,00;88;11,81;4;0,54;0;0,00;0;0,00;20;2,68;3;0,40;16;2,15;3;0,40;0;0,00;140;18,79;1;0,13;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;01032;LANCIEGO / LANTZIEGO;530;100,00;359;67,74;32,26;1;0,28;10;2,79;349;97,21;115;33,05;94;27,01;4;1,15;0;0,00;0;0,00;0;0,00;0;0,00;54;15,52;2;0,57;2;0,57;0;0,00;9;2,59;1;0,29;2;0,57;3;0,86;1;0,29;61;17,53;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;01033;LAPUEBLA DE LABARCA;667;100,00;480;71,96;28,04;3;0,63;5;1,04;475;98,96;219;46,41;86;18,22;9;1,91;0;0,00;0;0,00;0;0,00;0;0,00;70;14,83;2;0,42;0;0,00;0;0,00;6;1,27;2;0,42;10;2,12;1;0,21;0;0,00;67;14,19;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;01034;LEZA;162;100,00;113;69,75;30,25;2;1,77;2;1,77;111;98,23;49;44,95;10;9,17;1;0,92;0;0,00;0;0,00;0;0,00;0;0,00;19;17,43;0;0,00;0;0,00;0;0,00;0;0,00;1;0,92;1;0,92;0;0,00;0;0,00;28;25,69;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;01036;LAUDIO / LLODIO;15218;100,00;10008;65,76;34,24;119;1,19;108;1,08;9900;98,92;3484;35,63;942;9,63;163;1,67;3;0,03;0;0,00;0;0,00;7;0,07;1709;17,47;23;0,24;13;0,13;0;0,00;151;1,54;101;1,03;235;2,40;99;1,01;9;0,09;2842;29,06;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;01037;ARRAIA-MAEZTU;624;100,00;403;64,58;35,42;1;0,25;5;1,24;398;98,76;153;38,54;73;18,39;2;0,50;1;0,25;0;0,00;0;0,00;0;0,00;27;6,80;1;0,25;0;0,00;0;0,00;3;0,76;4;1,01;6;1,51;5;1,26;1;0,25;121;30,48;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;01039;MOREDA DE ÁLAVA / MOREDA ARABA;212;100,00;161;75,94;24,06;3;1,86;4;2,48;157;97,52;53;34,41;30;19,48;3;1,95;0;0,00;0;0,00;0;0,00;0;0,00;41;26,62;3;1,95;0;0,00;0;0,00;5;3,25;2;1,30;2;1,30;1;0,65;0;0,00;14;9,09;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;01041;NAVARIDAS;157;100,00;94;59,87;40,13;4;4,26;1;1,06;93;98,94;35;39,33;29;32,58;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;7;7,87;0;0,00;0;0,00;0;0,00;4;4,49;5;5,62;0;0,00;4;4,49;0;0,00;5;5,62;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;01042;OKONDO;907;100,00;669;73,76;26,24;8;1,20;9;1,35;660;98,65;304;46,64;39;5,98;9;1,38;1;0,15;0;0,00;0;0,00;0;0,00;16;2,45;0;0,00;1;0,15;0;0,00;3;0,46;1;0,15;9;1,38;0;0,00;0;0,00;269;41,26;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;01043;OYÓN-OION;2307;100,00;1377;59,69;40,31;14;1,02;27;1,96;1350;98,04;285;21,33;372;27,86;17;1,27;1;0,07;0;0,00;0;0,00;3;0,22;261;19,54;3;0,22;3;0,22;0;0,00;53;3,97;14;1,05;49;3,67;5;0,37;0;0,00;270;20,21;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;01044;PEÑACERRADA-URIZAHARRA;236;100,00;157;66,53;33,47;1;0,64;1;0,64;156;99,36;49;31,59;32;20,65;3;1,94;0;0,00;0;0,00;0;0,00;0;0,00;15;9,68;0;0,00;0;0,00;0;0,00;3;1,94;1;0,65;6;3,87;3;1,94;0;0,00;43;27,74;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;01046;ERRIBERA GOITIA / RIBERA ALTA;606;100,00;382;63,04;36,96;6;1,57;5;1,31;377;98,69;144;38,80;72;19,41;2;0,54;0;0,00;0;0,00;0;0,00;1;0,27;43;11,59;2;0,54;1;0,27;0;0,00;13;3,50;8;2,16;6;1,62;6;1,62;0;0,00;73;19,68;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;01047;RIBERA BAJA / ERRIBERA BEITIA;938;100,00;556;59,28;40,72;12;2,16;12;2,16;544;97,84;156;29,32;144;27,07;6;1,13;0;0,00;0;0,00;0;0,00;0;0,00;122;22,93;0;0,00;0;0,00;0;0,00;16;3,01;9;1,69;14;2,63;6;1,13;0;0,00;59;11,09;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;01049;AÑANA;141;100,00;104;73,76;26,24;1;0,96;0;0,00;104;100,00;44;42,73;16;15,53;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;14;13,59;1;0,97;0;0,00;0;0,00;0;0,00;1;0,97;1;0,97;1;0,97;0;0,00;25;24,27;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;01051;SALVATIERRA / AGURAIN;3666;100,00;2237;61,02;38,98;19;0,85;18;0,80;2219;99,20;797;36,23;169;7,68;33;1,50;2;0,09;0;0,00;0;0,00;0;0,00;231;10,50;6;0,27;4;0,18;0;0,00;37;1,68;36;1,64;47;2,14;29;1,32;1;0,05;806;36,63;2;0,09;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;01052;SAMANIEGO;235;100,00;176;74,89;25,11;2;1,14;2;1,14;174;98,86;72;41,87;14;8,14;1;0,58;0;0,00;0;0,00;0;0,00;0;0,00;38;22,09;0;0,00;0;0,00;0;0,00;1;0,58;2;1,16;2;1,16;1;0,58;0;0,00;41;23,84;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;01053;SAN MILLÁN / DONEMILIAGA;600;100,00;350;58,33;41,67;3;0,86;4;1,14;346;98,86;128;37,32;31;9,04;7;2,04;2;0,58;0;0,00;0;0,00;0;0,00;13;3,79;0;0,00;1;0,29;0;0,00;5;1,46;10;2,92;4;1,17;2;0,58;0;0,00;140;40,81;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;01054;URKABUSTAIZ;944;100,00;684;72,46;27,54;15;2,19;5;0,73;679;99,27;210;31,63;47;7,08;9;1,36;0;0,00;0;0,00;0;0,00;0;0,00;51;7,68;1;0,15;0;0,00;0;0,00;3;0,45;17;2,56;8;1,20;9;1,36;0;0,00;309;46,53;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;01055;VALDEGOVÍA / GAUBEA;878;100,00;563;64,12;35,88;12;2,13;16;2,84;547;97,16;183;34,22;145;27,10;6;1,12;0;0,00;0;0,00;0;0,00;0;0,00;64;11,96;2;0,37;0;0,00;0;0,00;7;1,31;9;1,68;7;1,31;5;0,93;0;0,00;106;19,81;1;0,19;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;01056;HARANA / VALLE DE ARANA;246;100,00;161;65,45;34,55;1;0,62;0;0,00;161;100,00;95;59,35;19;11,88;1;0,63;0;0,00;0;0,00;0;0,00;0;0,00;12;7,50;1;0,63;0;0,00;0;0,00;2;1,25;1;0,63;0;0,00;1;0,63;0;0,00;28;17,50;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;01057;VILLABUENA DE ÁLAVA / ESKUERNAGA;255;100,00;193;75,69;24,31;1;0,52;1;0,52;192;99,48;83;43,47;26;13,61;1;0,52;0;0,00;0;0,00;0;0,00;0;0,00;7;3,66;0;0,00;0;0,00;0;0,00;3;1,57;1;0,52;0;0,00;1;0,52;0;0,00;69;36,13;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;01058;LEGUTIO;1336;100,00;847;63,40;36,60;7;0,83;5;0,59;842;99,41;243;29,10;42;5,03;11;1,32;0;0,00;0;0,00;0;0,00;0;0,00;78;9,34;1;0,12;1;0,12;0;0,00;14;1,68;13;1,56;17;2,04;5;0,60;2;0,24;408;48,85;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;01059;VITORIA-GASTEIZ;183640;100,00;117592;64,03;35,97;1734;1,47;1764;1,50;115828;98,50;25797;22,60;23921;20,97;1867;1,64;194;0,17;0;0,00;0;0,00;123;0,11;24756;21,70;534;0,47;563;0,49;0;0,00;4665;4,09;3696;3,24;3702;3,24;1885;1,65;76;0,07;22263;19,51;52;0,05;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;01060;YÉCORA / IEKORA;209;100,00;142;67,94;32,06;1;0,70;4;2,82;138;97,18;41;29,93;61;44,52;0;0,00;1;0,73;0;0,00;0;0,00;0;0,00;11;8,03;2;1,46;0;0,00;0;0,00;6;4,38;1;0,73;3;2,19;1;0,73;0;0,00;10;7,30;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;01061;ZALDUONDO;151;100,00;127;84,11;15,89;3;2,36;2;1,57;125;98,43;51;41,80;4;3,28;2;1,64;0;0,00;0;0,00;0;0,00;0;0,00;10;8,20;2;1,64;3;2,46;0;0,00;0;0,00;2;1,64;1;0,82;0;0,00;0;0,00;46;37,70;1;0,82;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;01062;ZAMBRANA;330;100,00;193;58,48;41,52;4;2,07;1;0,52;192;99,48;54;28,72;61;32,45;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;34;18,09;0;0,00;0;0,00;0;0,00;3;1,60;2;1,06;6;3,19;0;0,00;0;0,00;28;14,89;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;01063;ZUIA;1809;100,00;1281;70,81;29,19;38;2,97;17;1,33;1264;98,67;447;36,47;144;11,75;21;1,71;1;0,08;0;0,00;0;0,00;1;0,08;135;11,01;2;0,16;3;0,24;0;0,00;27;2,20;37;3,02;13;1,06;24;1,96;1;0,08;370;30,18;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;01901;IRUÑA OKA / IRUÑA DE OCA;2269;100,00;1423;62,71;37,29;28;1,97;21;1,48;1402;98,52;313;22,78;278;20,23;22;1,60;4;0,29;0;0,00;0;0,00;0;0,00;337;24,54;9;0,66;3;0,22;0;0,00;52;3,78;41;2,98;48;3,49;26;1,89;0;0,00;241;17,54;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;01902;LANTARÓN;772;100,00;468;60,62;39,38;7;1,50;6;1,28;462;98,72;159;34,93;99;21,76;5;1,10;1;0,22;0;0,00;0;0,00;0;0,00;55;12,09;1;0,22;0;0,00;0;0,00;11;2,42;11;2,42;16;3,52;6;1,32;0;0,00;91;20,00;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;20000;GIPUZKOA;554243;100,00;364466;63,28;36,72;4721;1,30;2099;0,58;362367;99,42;114446;32,00;30461;8,52;5040;1,41;335;0,09;0;0,00;0;0,00;223;0,06;68915;19,27;1345;0,38;679;0,19;0;0,00;5231;1,46;2682;0,75;9630;2,69;3573;1,00;0;0,00;115086;32,18;0;0,00;0;0,00;EAJ-PNV;EH BILDU;12077;9;2;0;0;0;0;0;5;0;0;0;0;0;0;0;0;9;0;0
08/09/2016 09:18;20001;ABALTZISKETA;244;100,00;172;70,49;29,51;0;0,00;1;0,58;171;99,42;78;45,61;1;0,58;1;0,58;0;0,00;0;0,00;0;0,00;0;0,00;1;0,58;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,58;0;0,00;89;52,07;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;20002;ADUNA;345;100,00;244;70,72;29,28;6;2,46;4;1,64;240;98,36;58;24,79;4;1,71;1;0,43;0;0,00;0;0,00;0;0,00;0;0,00;9;3,85;2;0,85;0;0,00;0;0,00;1;0,43;2;0,85;1;0,43;2;0,85;0;0,00;154;65,81;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;20003;AIZARNAZABAL;553;100,00;380;68,72;31,28;4;1,05;0;0,00;380;100,00;120;31,91;0;0,00;1;0,27;0;0,00;0;0,00;0;0,00;0;0,00;6;1,60;1;0,27;2;0,53;0;0,00;1;0,27;0;0,00;1;0,27;1;0,27;0;0,00;243;64,61;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
